USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.3  0.3  23328 13712 ?        Ss   22:18   0:04 /sbin/init splash
luisval+    1857  0.0  0.2 389480  8536 ?        Ssl  22:19   0:00 /usr/libexec/gvfs-afc-volume-monitor
luisval+    1865  0.0  0.1 307976  6792 ?        Ssl  22:19   0:00 /usr/libexec/gvfs-mtp-volume-monitor
luisval+    1870  0.0  0.1 308928  7132 ?        Ssl  22:19   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
luisval+    1877  0.0  0.1 307908  6564 ?        Ssl  22:19   0:00 /usr/libexec/gvfs-goa-volume-monitor
root        1878  0.0  0.0      0     0 ?        I    22:19   0:00 [kworker/u513:3-events_unbound]
luisval+    1879  0.0  0.4 377496 17864 ?        Ssl  22:19   0:00 /usr/libexec/bluetooth/obexd
luisval+    1916  0.0  0.1 168996  6716 ?        Ssl  22:19   0:00 /usr/libexec/gvfsd-metadata
luisval+    1920  0.0  0.2 534484  8668 ?        Sl   22:19   0:00 /usr/libexec/gvfsd-trash --spawner :1.23 /org/gtk/gvfs/exec_spaw/0
root        2004  0.0  0.0      0     0 ?        I<   22:19   0:00 [kworker/5:2H]
luisval+    2014 30.8 13.6 12191324 543824 ?     Sl   22:19   5:57 /usr/lib/firefox-esr/firefox-esr
luisval+    2136  0.0  1.0 214796 42732 ?        Sl   22:19   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20250127191809 -prefsLen 28256 -prefMapSize 249210 -appDir /usr/lib/firefox-esr/browser {b5cde29c-30d7-46c0-86e9-9d3715f16a80} 2014 true socket
luisval+    2139  0.0  0.4 482472 19240 ?        Ssl  22:19   0:00 /usr/libexec/xdg-desktop-portal
luisval+    2145  0.0  0.1 308820  6516 ?        Ssl  22:19   0:00 /usr/libexec/xdg-permission-store
luisval+    2158  0.0  0.1 532752  7116 ?        Ssl  22:19   0:00 /usr/libexec/xdg-document-portal
root        2164  0.0  0.0   2576  1784 ?        Ss   22:19   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
luisval+    2169  0.0  0.4 407204 19724 ?        Ssl  22:19   0:00 /usr/libexec/xdg-desktop-portal-gtk
luisval+    2195  0.3  3.1 2463868 123548 ?      Sl   22:19   0:04 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 1 -isForBrowser -prefsLen 28397 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {4012a661-9409-46de-969b-1e0fe4ac7bf3} 2014 true tab
luisval+    2266  0.1  2.3 2444816 93480 ?       Sl   22:20   0:02 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 2 -isForBrowser -prefsLen 32979 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {c73802ae-4ac9-44d0-8af5-02ea95ced8f1} 2014 true tab
luisval+    2272  1.1  1.5 1249316 62452 ?       Sl   22:20   0:13 /usr/bin/qterminal
luisval+    2292  0.5  2.2 2438156 91132 ?       Sl   22:20   0:05 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 3 -isForBrowser -prefsLen 31056 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {aa48720f-3d04-4471-8ae5-e7f40f464e39} 2014 true tab
luisval+    2362  8.8  0.2  14204 10116 pts/0    Ss   22:20   1:41 /usr/bin/zsh
luisval+    2472  5.6  1.5 390492 62492 ?        Sl   22:20   1:04 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20250127191809 -sandboxingKind 0 -prefsLen 33917 -prefMapSize 249210 -appDir /usr/lib/firefox-esr/browser {d3393b7d-5bc2-4bef-b350-dff70e926125} 2014 true utility
luisval+    2492  0.7  1.8 458536 73988 ?        Sl   22:20   0:08 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20250127191809 -prefsLen 33974 -prefMapSize 249210 -appDir /usr/lib/firefox-esr/browser {edbd623e-60b3-4020-80e8-e23cebde86b3} 2014 true rdd
root        2493  0.0  0.0      0     0 ?        I<   22:20   0:00 [kworker/9:2H-kblockd]
luisval+    2876 32.5 11.4 2824220 454840 ?      Sl   22:20   6:09 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 7 -isForBrowser -prefsLen 31304 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {5c5ca68c-3cf7-47dd-995a-5493d8b5257a} 2014 true tab
luisval+    3244  0.1  2.5 2442452 101780 ?      Sl   22:20   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 8 -isForBrowser -prefsLen 31410 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {73d09b11-b192-40a3-a37d-9db2b0bc4901} 2014 true tab
root        3365  0.0  0.0      0     0 ?        I<   22:20   0:00 [kworker/15:2H-kblockd]
root        3519  0.0  0.0      0     0 ?        I<   22:20   0:00 [kworker/14:2H-kblockd]
luisval+    3837  0.0  0.2  23812  9112 ?        S    22:21   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
luisval+    3885  0.0  0.1 163432  5576 ?        Sl   22:21   0:00 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
luisval+    3888  0.1  0.1 117420  6572 ?        Ssl  22:21   0:01 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
luisval+    3956  9.0 10.2 2853372 408088 ?      Sl   22:21   1:37 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 13 -isForBrowser -prefsLen 31452 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {22ca2f5d-3018-4d58-b09c-df511ef37b99} 2014 true tab
luisval+    4279  6.8  5.8 2679512 231204 ?      Sl   22:21   1:12 /usr/lib/firefox-esr/firefox-esr -contentproc -childID 15 -isForBrowser -prefsLen 31452 -prefMapSize 249210 -jsInitLen 234780 -parentBuildID 20250127191809 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser {d90b2171-2c8c-4e1d-b22a-e2d77bf0b1dd} 2014 true tab
root        5590  0.0  0.0      0     0 ?        I    22:24   0:00 [kworker/u515:3-events_unbound]
root        6392  0.0  0.0      0     0 ?        I    22:25   0:00 [kworker/10:0-mm_percpu_wq]
root        7766  0.0  0.0      0     0 ?        I<   22:28   0:00 [kworker/5:0H-kblockd]
root        8286  0.0  0.0      0     0 ?        I    22:29   0:00 [kworker/u514:1-events_unbound]
root        9468  0.0  0.0      0     0 ?        I    22:29   0:00 [kworker/9:1-ata_sff]
root        9704  0.0  0.0      0     0 ?        I    22:30   0:00 [kworker/8:2-events]
root        9834  0.0  0.0      0     0 ?        I    22:30   0:00 [kworker/12:1-ata_sff]
root       10057  0.0  0.0      0     0 ?        I    22:30   0:00 [kworker/15:1-ata_sff]
root       10270  0.0  0.0      0     0 ?        I    22:30   0:00 [kworker/13:2-ata_sff]
root       10905  0.0  0.0      0     0 ?        I    22:31   0:00 [kworker/10:1-ata_sff]
root       11520  0.0  0.0      0     0 ?        I    22:32   0:00 [kworker/3:2-events]
root       11811  0.0  0.0      0     0 ?        I    22:32   0:00 [kworker/11:2-ata_sff]
root       12132  0.0  0.0      0     0 ?        I    22:33   0:00 [kworker/14:0-ata_sff]
root       13063  0.0  0.0      0     0 ?        I    22:35   0:00 [kworker/8:0-ata_sff]
root       13164  0.0  0.0      0     0 ?        I    22:35   0:00 [kworker/9:0-ata_sff]
root       13326  0.0  0.0      0     0 ?        I    22:35   0:00 [kworker/15:0-ata_sff]
root       13427  0.0  0.0      0     0 ?        I    22:35   0:00 [kworker/12:0-ata_sff]
root       13462  0.0  0.0      0     0 ?        I    22:35   0:00 [kworker/13:0-ata_sff]
root       13594  0.0  0.0      0     0 ?        I    22:36   0:00 [kworker/10:2-ata_sff]
root       14234  0.0  0.0      0     0 ?        I    22:37   0:00 [kworker/u516:1-events_unbound]
root       14440  0.0  0.0      0     0 ?        I    22:37   0:00 [kworker/11:0-events]
luisval+   15231  400  0.1   9740  4464 pts/0    R+   22:39   0:00 ps aux
